quote,author,source
"Якім бы велічным не здаваўся трон, усё роўна на ім сядзіць задніца",Рыгор Барадулін,dumki.org
"Божа, пашлі Беларусі
Ласку з Тваімі вачамі,
Сэрцы суцеш у скрусе,
Злітуйся над крывічамі.",Рыгор Барадулін,dumki.org
"Паэт – ён гарыць, як балючы гузак на лобе абражанага народу",Рыгор Барадулін,dumki.org
Сорам у спадчыну не пераходзіць,Рыгор Барадулін,dumki.org
"І датуль чалавек жывы, покуль зь ім душа размаўляе",Рыгор Барадулін,dumki.org
Не шукай сваіх сярод чужых. Роднымі не зробяцца чужыя,Рыгор Барадулін,dumki.org
"Радзіма там, дзе начуе душа",Рыгор Барадулін,dumki.org
Рушаная зямелька дожджыку просіць,Рыгор Барадулін,dumki.org
"Ты насіла пад сэрцам мяне, а цяпер я нашу цябе у сэрцы, мама",Рыгор Барадулін,dumki.org
"Палітыка і інтэлігентнасьць – гэта, калі груба гаварыць, як панель і нявіннасьць",Рыгор Барадулін,dumki.org
"З Бацькаўшчынай — як з каханай, добра быць разам, ісьці па яе дарогах, ляцець, каб убачыць усю",Зянон Пазьняк,dumki.org
"Багацее ня той, хто шмат працуе, а той, хто ўмее гаспадарыць",Зянон Пазьняк,dumki.org
"Справа відушчых
Не абурацца сьляпымі,
А дапамагчы ім бачыць",Зянон Пазьняк,dumki.org
"Пахавалі Купалу,
Пахавалі Быкава,
Пахавалі вялікіх.
Але Беларусь не памрэ.
Бо яны жылі для Беларусі",Зянон Пазьняк,dumki.org
Трэба любіць свой народ,Зянон Пазьняк,dumki.org
"На справе змагацца з русіфікацыяй проста, я б сказаў, зусім проста. Трэба беларусам усюды і з усімі ў сваёй краіне размаўляць, пісаць і гаварыць — па-беларуску. Гэта тым больш проста, што беларуская мова – адна з найбольш дасканала распрацаваных, багатых і прыгожых моваў на сьвеце, у якой стварылася і сцьвердзілаля вялікая духоўная культура беларускага народу",Зянон Пазьняк,dumki.org
"Свой народ трэба любіць як Бога, нават калі ён маўчыць",Зянон Пазьняк,dumki.org
"Без каранёў нічога доўга не існуе. У беларусаў, бадай як мала ў каго іншага, ёсьць магутны гістарычны грунт – іхняя вялікая дзяржава, якую яны страцілі ў канцы ХVIII-га стагоддзя ў выніку міжнароднай змовы і наступнай затым расейскай акупацыі. Гэта – Вялікае Княства Літоўскае. На Вялікае Княства і абапіраецца Беларускае Адраджэньне",Зянон Пазьняк,dumki.org
"Нельга жаніцца абы на кім. Многія беларускія дзеячы культуры і мастацтва, якія ў маладосці жаніліся абы на кім, зазналі потым праблемы ў жыцці. Калі ў сям’і жонка пачынае ненавідзіць мужа за беларускую мову, сям’я разваліваецца",Зянон Пазьняк,dumki.org
"Змагацца трэба за сваё, перш за ўсё, за свой гонар і сваю годнасць. Абараніўшы гонар і годнасць, палюбім свабоду",Зянон Пазьняк,dumki.org
"Палыночак-кавылёчак,
Трава мацердушка.
Нават камень на Радзіме
Для мяне ‒ падушка",Зянон Пазьняк,dumki.org
"О, Радзіма! У сэрцы мне гэта ня сьцерці:
Юнака, што ўсклікнуў ""Жыве Беларусь!"",
Зьбівалі да напаўсьмерці",Зянон Пазьняк,dumki.org
"Пры невысокай нацыянальнай сьведамасьці, разбурэньні мовы, культуры, гістарычнай памяці здольнасьць да супраціўленьня і кансалідацыі ў народа вельмі нізкая. Беларус будзе выязджаць у Расею, прыстасоўвацца да беднасьці, выжываць у нястачы і выміраць. Такое ўжо было. Галодныя не змагаюцца за свабоду. За волю змагаюцца тыя, хто яе хочуць. Свабода – гэта духоўная катэгорыя",Зянон Пазьняк,dumki.org
"У 1991 г. увесь свет не падтрымліваў нашай незалежнасці. Яны адкрыта дэкларавалі: яны супраць незалежнасці Беларусі ды Украіны. Пра гэта казалі і еўрапейскія палітыкі, і Джордж Буш у ЗША. Тым не менш мы дасягнулі незалежнасці без дапамогі Захаду. Калі мы сёння не зможам расправіцца з рэжымам, то ніякі Захад нам не дапаможа. Яны перадусім хвалююцца пра свае інтарэсы. Пытанне не ў тым, як ставіцца да нас свет, а ў тым, ці маем сілу, каб пераламаць гэты стан рэчаў",Зянон Пазьняк,dumki.org
"Палітыка мае свае правілы. Калі ты бярэш расейскія грошы, то ты будзеш вымушаны прамаваць іх інтарэсы. Калі ты бярэш брусэльскія грошы, то будзеш прамаваць іхныя інтарэсы. Ніколі ніякі нацыянальны рух не базаваўся на чужых грошах. Мы павінны абапірацца на свае інтарэсы",Зянон Пазьняк,dumki.org
"За свабоду змагаюцца і свабоду здабываюць тыя, хто хочуць свабоды, але ня тыя, што хочуць есьці",Зянон Пазьняк,dumki.org
"Дзе ні глянь
Разьлягаецца наша
Вялікае Княства.
Ад замку да замку
Сьпяшае мой конь.
З паднятай прылобіцай
Рыцар імкне,
Аружжа блішчыць:
— Слава Хрысту!
— На векі вякоў
векавечная слава!
Ніхто не разбурыць
наш радасны сьвет.
Ніхто не парушыць спакою.
Ад мора да мора наш рай.
На самым краі Боганоснай зямлі,
Як вецер, 
Імчацца пагоні
І пыл
асядае 
на конях",Зянон Пазьняк,dumki.org
"Але для нас, для беларусаў, якія змагаюцца яшчэ зь мінулым днём – з рускім каляніялізмам у кагэбоўскай упакоўцы, – для нас важна зразумець, што каштоўнасьці дэмакратыі і свабоды, якія вязуць да нас з Захаду, гэта ў значнай ступені – лібэральны сурагат у дэмакратычнай абгортцы. Ім, дэмакратычным лібэралам, важней узгадаваць тут, у нас, на Беларусі, сваіх гамасэксуалістаў ды фэміністак, ды экспартаваць на Беларусь адкіды сваёй культуры, чым сапраўды дапамагчы нам, беларусам, збавіцца ад расейскай каляніяльнай агрэсіі, абараніць беларускую мову ад зьдзеку і вынішчэньня, вярнуць беларускія школы і беларускую асьвету, умацаваць беларускую незалежнасьць і г.д. Іх не цікавяць праблемы нашага нацыянальнага выжываньня. Ім абходзяць, перш за ўсё, свае лібэральныя інтарэсы",Зянон Пазьняк,dumki.org
Любіце сваю зямлю і падтрымлівайце сваіх! Каб сталі мы ўсе ў сваім доме як адна сям’я,Зянон Пазьняк,dumki.org
Прагнозамі я не займаюся. Разглядаю магчымасьці і варыянты,Зянон Пазьняк,dumki.org
"Трымайцеся, бо лепшае – наперадзе!",Зянон Пазьняк,dumki.org
Наш шлях паміж Сцылай і Харыбдай вельмі цяжкі. Але памятайма: духоўнае сьвятло Беларусі – ўнутры яе самой,Зянон Пазьняк,dumki.org
"Становішча ў Беларусі ведаю, бо займаюся Беларусьсю. Тут мой інтэрас. Не ўпадайце ў роспач ад бяды. Дапамажыце канкрэтнаму беларусу вярнуцца да Беларусі, а ён хай дапаможа іншаму. За саветамі ўсё было задушана, але мы так рабілі, ствараючы ланцуговую рэакцыю. Добрае слова не прападзе.",Зянон Пазьняк,dumki.org
"«Адзін пайшоў тапіцца, але вярнуўся, бо вада халодная…» – Такая ёсьць прыпавесьць",Зянон Пазьняк,dumki.org
"Хто гатовы змагацца за Бацькаўшчыну, той будзе змагацца. У палітыцы, у палітыцы змаганьня такі парадак: ідэя, людзі, структуры, лідэр, вольны час, грошы. Грошы – на апошнім месцы. Яны зьяўляюцца па патрэбе, калі будзе барацьба. Калі грошы паставіць наперадзе – барацьбы ня будзе. Узьнікне не барацьба, а барацьба за грошы.",Зянон Пазьняк,dumki.org
"Народны Фронт і мы, дэпутаты апазыцыі БНФ, у дзевяностыя гады ня мелі палітычнай падтрымкі Захаду і аніякіх чужых грошай, але здабылі незалежнасьць і ліквідавалі КПСС. Ідэя – ёсьць найвялікшая стваральная сіла",Зянон Пазьняк,dumki.org
"Палітык – гэта перш за ўсё чалавек абавязку. Перад Бацькаўшчынай, народам, самім сабой і сваім сумленьнем. Палітыка – вышэйшая форма грамадзкай дзейнасьці",Зянон Пазьняк,dumki.org
"Кніга – найвялікшы чыньнік культуры і гісторыі чалавецтва, кожнай нацыі і народа",Зянон Пазьняк,dumki.org
Кніга забясьпечвае народу вечнасьць,Зянон Пазьняк,dumki.org
Беларусь – гэта гістарычная краіна вялікай кніжнай культуры,Зянон Пазьняк,dumki.org
"Можа таму і памірае ад настальгіі (самай чорнай і самай сьветлай хваробы) чалавек, які пры жывой радзіме топча чужыя травы, лашчыць чужыя кветкі, чуе чужую мову ад сваіх дзяцей",Янка Сіпакоў,dumki.org
"Сёньня на пласе родная мова.
Вырваць жывую належыць з вагню.
Слова «кахаю» – слабае слова.
Мужнае слова – «абараню»!",Ларыса Геніюш,dumki.org
"Быць паэтам знача ня толькі любоў зьняволеных землякоў, але й помста сільных ворагаў нашай зямлі і свабоды",Ларыса Геніюш,dumki.org
"Адзінай мэты не зракуся,
і сэрца мне не задрыжыць:
як жыць – дык жыць для Беларусі.
А безь яе – зусім ня жыць!",Ларыса Геніюш,dumki.org
"Нішто так ня міла, як родны наш Сьцяг",Ларыса Геніюш,dumki.org
"Хто Край свой бязьмерна любіць,
той мусіць перамагаць!",Ларыса Геніюш,dumki.org
"Змагацца за волю – шчасьце,
Змагацца за праўду – ня страх!",Ларыса Геніюш,dumki.org
"Хай славіцца наш беларускі род,
душой зь вясны і воляю са сталі!",Ларыса Геніюш,dumki.org
"Ні пыл вякоў, ні час
не перашкода,
калі нашчадак з продкам заадно.",Ларыса Геніюш,dumki.org
"Мы славяне, мы Беларусы, у якіх ня гіне памяць аб мінулым і да якіх продкі нашыя асабіста ад вякоў ужо прыходзяць на Дзяды, каб разам пабыць у гасьціне. Усё благое адыходзіць у небыцьце, і застаецца чысты ўспамін аб найлепшым. Ходзім па зямлі й чуем, здаецца, спагаду й параду дзядоў сваіх сярод шырокага поля. Адабралі нам нават гэтае, абсьмяялі веру нашую, абычаі нашыя й мову нашую на нашай зямлі. А нашыя Дзяды ўсе ж прыходзяць да нас у кожную восень... I пакуль яны будуць прыходзіць да нас, датуль мы будзем людзьмі!",Ларыса Геніюш,dumki.org
"Мудрасць сівую мінулых вякоў,
П'ю з народных, чыстых крыніцаў,
Паважаю чужых багоў,
Ды прывыкла сваім маліцца",Ларыса Геніюш,dumki.org
"Яно добра, а нават і трэба знаць суседскую мову, але наперш трэба знаць сваю",Францішак Багушэвіч,dumki.org
"Шмат было такіх народаў, што страцілі найперш сваю мову, так як той чалавек перад скананнем, катораму мову займае, пасля і зусім замерлі. Не пакідайце ‒ ж мовы нашай беларускай, каб не умёрлі!",Францішак Багушэвіч,dumki.org
"Можа, хто спытае: гдзе ж цяпер Беларусь? Там, братцы, яна, гдзе наша мова жывець: яна ад Вільна да Мазыра, ад Вітэбска за малым не да Чарнігава, гдзе Гродна, Міньск, Магілёў, Вільня і шмат мястэчкаў і вёсак...",Францішак Багушэвіч,dumki.org
"Кожны народ мае хаця б адзін геніяльны твор, і гэты твор ‒ мова",Алесь Разанаў,dumki.org
"Як апякае рану ёд,
як высь аблытваюць цянёты ‒
не мае сэнсу сам палёт
без перашкодаў да палёту",Алесь Разанаў,dumki.org
"Верш нараджаецца не з уласнага «хачу», а зь безабароннага «хочацца»",Алесь Разанаў,dumki.org
"Час ‒ люстэрка, у якім кожны ўбачыць сябе, як іншага",Алесь Разанаў,dumki.org
"На заінелым трамвайным акне
хтось напісаў:
""Я кахаю"".
Усе пазіраюць на свет
праз гэтыя словы.",Алесь Разанаў,dumki.org
"З усяго таго, што лягло назаўсёды ў аснову святынi народа, бяссмерця яго, ‒ ты выткана, дзiўная родная мова.",Максім Танк,dumki.org
"Народ можа дараваць пісьменьнікам многае, але ня можа дараваць маўчаньня ў часы, калі вырашаецца яго лёс",Максім Танк,dumki.org
Кажуць: зло нараджае зло. А найчасьцей – яго нараджае надзея на адпушчэньне грахоў,Максім Танк,dumki.org
"Чалавек памірае, калі страчвае здольнасць здзіўляцца і захапляцца жыццём",Максім Танк,dumki.org
"Усе дарогі бясконцыя, апрача той, якая вядзе на могілкі",Максім Танк,dumki.org
"Гісторыя нагадвае склад запасных частак, зь якога кожны цягне патрэбную для сябе дэталь",Максім Танк,dumki.org
"Самая большая памылка Бога, што ён стварыў чалавека, які стаў і яго забойцам...",Максім Танк,dumki.org
"Ня вер, калі праклінаюць цябе званамі ўсіх званіц. Яны скрыта моляцца, цалуючы цябе",Максім Танк,dumki.org
"Я такіх паэтаў не страчаў, якія маглі б напісаць лепш, але напісалі горш",Максім Танк,dumki.org
"Ты, мой брат, каго зваць беларусам,
Роднай мовы сваёй не цурайся;
Як нi зрокся яе пад прымусам,
Так i вольны цяпер не зракайся.",Алесь Гарун,dumki.org
Кожны раз чалавецтва бліжэй да шчасьця на вышыню нашых магіл,Кастусь Каліноўскі,dumki.org
"Не народ для ўрада, а ўрад для народа",Кастусь Каліноўскі,dumki.org
"Няма, браткі, большага шчасьця на гэтым сьвеце, як калі чалавек мае розум і навуку ў галаве",Кастусь Каліноўскі,dumki.org
"Трымайцеся разам, не завадзіце адзін з другім сварак, выкіньце са свайго сэрца тую нянавісць адзін да другога, каторую вашы ворагі ў вас засяваюць, каб вы ў гэтай братазабойственнай вайне патрацілі свае сілы і не маглі ваяваць з праўдзівымі вашымі ворагамі і гныбіцелямі",Кастусь Каліноўскі,dumki.org
"Ведайце добра, пакуль вы ўсе разам ‒ вы сіла, а як разлучыцеся ды пойдзеце кожны па сабе, дык тады вас перадушаць, як мух. Вазьміце куль саломы і паспрабуйце яго зламаць. Які бы чалавек ні быў, а цэлага куля не зломіць, а як развязаць куль ды па горстачцы ‒ дык і малы дзяцюк не толькі куль, але і цэлы воз саломы пераламае. Таксама гэта і з вамі",Кастусь Каліноўскі,dumki.org
"Толькі тады, народзе, зажывеш шчасьліва, калі над табою Маскаля ўжэ ня будзе!",Кастусь Каліноўскі,dumki.org
"Як ад нараджэньня зьвяры, што ходзяць у пустыні, ведаюць ямы свае; птушкі, што лётаюць у паветры, ведаюць гнёзды свае; рыбы, што плаваюць па моры і ў рэках, чуюць віры свае; пчолы і тым падобныя бароняць вульлі свае, – так і людзі, дзе нарадзіліся і ўскормлены, да таго месца вялікую ласку маюць",Францішак Скарына,dumki.org
Кожны чалавек разумее сваё шчасце па-свойму,Францішак Скарына,dumki.org
"У прытчах затоена мудрасць, як моц у каштоўным камені, як золата ў зямлі і ядро ў арэху",Францішак Скарына,dumki.org
"Любіце кнігу, бо яна – крыніца мудрасці, ведаў і навукі, лекі для душы",Францішак Скарына,dumki.org
"Найдаражэйшыя скарбы – чалавечыя словы, натхнёныя Богам і выслаўленыя да Бога",Францішак Скарына,dumki.org
Чалавекалюбству чужая ліслівасць і незнаёмае запабязанне,Францішак Скарына,dumki.org
"Гэтая кніга (Біблія) дзецям і простым людзям – навука, а мудрацам і вучоным – дык дзіваванне. Яна, як рака цудадзейная, адначасова плыткая – можна па ёй і дзіцяці брысці, і незвычайна глыбокая – слон плысці мусіць",Францішак Скарына,dumki.org
Філасофія падымае пытанне і на пытанне шукае адказу,Францішак Скарына,dumki.org
"Усе справы і ўсе навукі, якімі багаты свет, немінуча мінаюць разам з уявай свету",Францішак Скарына,dumki.org
"Жыццё, якім жывуць людзі на гэтым свеце, ад іх спаўна не залежыць, канец жа чакае і добрых людзей, і благіх, і праведнікаў, і ліхадзеяў",Францішак Скарына,dumki.org
"Кніга (Біблія) – люстэрка людскога жыцця і душэўныя лекі, уцеха - самотным, знявераным – помач, і асабліва тым, каго немач точыць і верад рушыць",Францішак Скарына,dumki.org
"Найвышэйшая мудрасць у разважанні пра смерць, у спазнанні сябе самога і ў памятанні наступнасці",Францішак Скарына,dumki.org
"У самыя розныя рэчы, заняткі і справы на гэтым свеце людзі ўкладаюць і думкі свае, і душу сваю і ў іх маюць сялібу сваёй любові",Францішак Скарына,dumki.org
Кожны думае пра сваё і разважае па свойму,Францішак Скарына,dumki.org
У добрых справах і ў любасці да айчыны упадабняйцеся,Францішак Скарына,dumki.org
Ніякай працы і скарбаў ніякіх не шкадуйце для паспалітай карысці для айчыны сваёй,Францішак Скарына,dumki.org
"Біблія — дзівосная рака! Яна бывае мелкай, што нават авечка можа перайсці яе, але адначасна і глыбокай, калі і слон змушаны плысці цераз яе! У гэтай кнізе — пачатак і канец усёй існай мудрасці! Толькі праз яе можна спасцігнуць Бога-Уладара! У гэтай кнізе — усе законы і правы, якімі карыстаюцца людзі у зямным жыцці! У гэтай кнізе ўсе лекі душэўныя і цялесныя разам знойдзеце!",Францішак Скарына,dumki.org
"Усялякае Слова, Богам натхнёнае, – карыснае! Яно вучыць, выкрывае, выпраўляе і карае!",Францішак Скарына,dumki.org
"Добра быць у дарозе, якую ты сам сабе выбіраеш",Якуб Колас,dumki.org
"Што ні кажы, а жыццё, ужо само па сабе, ёсць радасць, вялікае шчасце, бясцэнны дар",Якуб Колас,dumki.org
"У істоце кожнага страху ляжыць наша няведаньне, наша цемната",Якуб Колас,dumki.org
"Калі парушаюцца драбязговыя правы, то чалавек гатоў грызьціся за гэта і кусацца зубамі; там жа, дзе разьбіваецца сама аснова, прынцып, ён згінае сваю галаву і моўчкі падстаўляе яе пад абух",Якуб Колас,dumki.org
Крыкі спрэчкі не разьвяжуць,Якуб Колас,dumki.org
"Назад ня прыйдзе хваля тая, што з быстрай рэчкай уплывае",Якуб Колас,dumki.org
"Корань навукі горкі, ды плады яго салодкія",Якуб Колас,dumki.org
Без атак і абароны няма сапраўднае вайны,Якуб Колас,dumki.org
Сэнс нашага жыцця — несупынны рух,Якуб Колас,dumki.org
Няма ў чалавека нічога прыгажэй і даражэй за радзіму. Чалавек без радзімы ‒ бедны чалавек,Якуб Колас,dumki.org
"Шчасце можа быць поўным толькі тады, калі ўсе вакол цябе адчуваюць сябе шчаслівымі",Якуб Колас,dumki.org
Шчасце – гэта гармонія,Якуб Колас,dumki.org
Жыві і з Богам разжывайся,Якуб Колас,dumki.org
Свая зямля – вось што аснова!,Якуб Колас,dumki.org
"Зямля дасць волі, дасць і сілы,
Зямля паслужыць да магілы,
Зямля дзяцей тваіх не кіне,
Зямля – аснова ўсёй айчыне",Якуб Колас,dumki.org
"Набыць дабра не надта лёгка,
Яно, як шклечка тое, крохка:
Чуць да яго не так кранешся
І з чарапкамі астанешся",Якуб Колас,dumki.org
"Агонь блішчыць, як воўча вока",Якуб Колас,dumki.org
"Дзень добры, новая мясціна!
Спаткай ты нас, як маці сына",Якуб Колас,dumki.org
"І так, бывала, наясіся,
Што хоць на пупіку круціся",Якуб Колас,dumki.org
"А вось, як будзеце вучыцца,
То можна сэнсу і дабіцца",Якуб Колас,dumki.org
"А будзе йсці навука туга,
Падгоніць бацькава паруга!",Якуб Колас,dumki.org
"Эх, досвітак маленства, лета!
Вамі навек душа сагрэта!",Якуб Колас,dumki.org
"Забілі зайца, не забілі,
Але ж, брат, гуку нарабілі",Якуб Колас,dumki.org
"Няма чаго мянціць языкам,
А крык, як быў, і будзе крыкам",Якуб Колас,dumki.org
Не любіць зайздрасці пчала,Якуб Колас,dumki.org
Смех гаворку аздабляе,Якуб Колас,dumki.org
"Няхай надзея
Гарыць у сэрцы і мацнее",Якуб Колас,dumki.org
"Няма чаго чакаць панукі,
Калі работы поўны рукі",Якуб Колас,dumki.org
"Таемны вы, зямлі скрыжалі!
Чаго ў сябе вы не ўпісалі!",Якуб Колас,dumki.org
"О край мой мілы! Ўсёй душою
Хачу злучыцца я з табою,
Ў тваіх палях пазычыць сілу,
Ў тваёй зямлі сысці ў магілу…",Якуб Колас,dumki.org
"Дарогі, вечныя дарогі!
Няма канца вам, ні супыну;
Вы жывы кожную часіну.
То поўны чараз спадзявання,
То страхаў цёмнага знікання",Якуб Колас,dumki.org
Дарога паслушна волі Бога,Якуб Колас,dumki.org
Усё сваю дарогу мае,Якуб Колас,dumki.org
"Я не зайздрошчу тым з вас, брацці,
Каго спрадвечныя закляцці
Не парушалі, не тамілі
І цяжкім каменем не білі
І для каго ўвесь гэты свет
Ёсць аднае цялежкі след,
Пытанні толькі дабрабыту,
Дзе ўсё прыводзіцца к карыту",Якуб Колас,dumki.org
"Але раз ты наважыў дзела,
Ідзі станоўка, роўна, смела,
Ідзі, назад не аглядайся
І на другіх не пакладайся!",Якуб Колас,dumki.org
"Час такі дарагі, што яго вельмі мала, каб жыць",Якуб Колас,dumki.org
Часамі самае маленькае знаходзіцца ў блізкай і цеснай сувязі з самым вялікім. Трэба толькі ўмець знайсці месца іх стыку,Якуб Колас,dumki.org
"Не прыпадабняйся свінні, што наеўшыся жалудоў, стала лычом рыць карэнні таго дуба, на каторым выраслі яны",Якуб Колас,dumki.org
Толькі на ўласных каранёх дае дрэва багаты плод,Якуб Колас,dumki.org
Сэнс жыцця нашага ‒ бесперапынны рух,Якуб Колас,dumki.org
Ніякае багацце людзей не бывае даражэйшым за іх родную мову,Якуб Колас,dumki.org
"Кожны народ мае свой гонар. Англічанін перад усім светам горда вызначае: я — англічанін! Тое самае скажа француз, немец, аўстрыец, рускі і іншыя прадстаўнікі другіх нацый. А мы, беларусы, не адважваемся прызнацца ў тым, што мы — беларусы. Бо на галаву беларускага народа, як вядома, многа выліта памыяў, годнасць яго прыніжана і мова яго асмеяна, у яго няма імя, няма твару. А з гэтага вынікае тое, што беларус-інтэлігент адмяжоўваецца не толькі ад свайго народа, але і ад бацькоў сваіх. Мы ведаем такое здарэнне з адным нашым знаёмым настаўнікам, да якога прыехала з дому матка. У яго былі госці. Ён пры гасцях не пасмеў пазнаць свае мацеры: «Ідзі ты, кажа, кабетка, на кухню: там цябе накормяць».
(""На ростанях"")",Якуб Колас,dumki.org
"Мы, беларусы, хітрыя — чорта абдурым
(""На ростанях"")",Якуб Колас,dumki.org
"Сваё роднае, матчына слова мацней закранае струны сэрца
(""На ростанях"")",Якуб Колас,dumki.org
Яшчэ нікому не ўдавалася закратаваць вакно памяці,Уладзімер Арлоў,dumki.org
"Я ведаю людзей, якія задыхнуліся ад вострага недахопу свабоды",Уладзімер Арлоў,dumki.org
"Каб сонца засланіць, вушэй асьліных мала",Кандрат Крапіва,dumki.org
"Паміраньне мовы такая ж натуральная зьява, як і нараджэньне яе. Быць можа, што і мая мова некалі памрэ. Як памру я сам, чалавек. І я аніяк не баюся натуральнай сьмерці. А от калі насільна паміраць – страшна",Ян Скрыган,dumki.org
"Той сумленна рассудзіць, хто сабе не даруе...",Генадзь Бураўкін,dumki.org
"Давайце ўпарта верыць, што ўзлёт Беларусі непазбежны, і яе параненыя, падбітыя крылы здольныя ўрэшце рэшт узнесці яе ў сінія вышыні годнасці і ўпэўненасці, да непагаснага сонца волі і шчасця. Ні ў якім разе нельга складаць крылы!",Генадзь Бураўкін,dumki.org
"Мы не выбіраем час, у якім жывем, але мы выбіраем пазіцыю, з якой жывем у гэтым часе",Генадзь Бураўкін,dumki.org
"Не цьвярдзі таго, за што ты ня можаш прысягнуць у імя чысьціні свайго сумленьня",Язэп Драздовіч,dumki.org
"І фанатыкі, і бязбожнікі, — адной маткі дзеці — крайнасьці... Няма жыцьця ў крайнасьці... Нішто не жывець, не расьцець у вагні, нішто не жывець, не расьцець у марозе. Толькі між агнём і марозам усё расьцець, усё цьвіцець, разьвіваецца, красуецца",Язэп Драздовіч,dumki.org
"Люблю тое, у што веру, а веру ў тое, што люблю",Язэп Драздовіч,dumki.org
Не прыкланяйся і не пагарджай,Язэп Драздовіч,dumki.org
"Ці катастрофа, ці землятрасенне ‒
Імчымся пацярпеўшых выручаць...
А тут амаль што гіне пакаленне,
А сэрцы раўнадушныя маўчаць",Пімен Панчанка,dumki.org
"Новы тэмп жыцця нясе новыя рытмы, новыя мелодыі і песні. Але песні Максіма Багдановіча не згубіліся, не растварыліся ў імклівым бегу часу. Яны і сёння неабходны нашым сэрцам, яны неабходны сучаснасці і будучыні",Пімен Панчанка,dumki.org
Без чалавечнасьці ня будзе й вечнасьці,Пімен Панчанка,dumki.org
"Мы смех і ранішні прамень
Цаніць адразу не ўмеем.
І што шчаслівы сёння дзень ‒
Назаўтра толькі разумеем",Сяргей Грахоўскі,dumki.org
"У глыбінях зямлі
Нашых душ карані...",Ніл Гілевіч,dumki.org
"У нас не толькі гразь ды копаць —
У нас Гісторыя была!",Ніл Гілевіч,dumki.org
"...Чаго мы ходзім на магілы? 
Што нас вядзе пад сосен шум? 

Ці жаль? Ці страх? Ці проста звычай? 
Ці неўсвядомлены абрад? 
Ці нейкай сілай таямнічай 
Жыве ў нас памяць цяжкіх страт? 

Чаго ідзём? Паплакаць горка? 
Паспавядацца? Клятву даць? 
Ці, можа, з гэтакіх пагоркаў 
Сваё жыццё нам лепш відаць? 

Свой шлях — у пошуках і ўдачах, 
У заблуджэннях і грахах? 
Ці ў гэткі час ясней мы бачым 
Радзімы-Бацькаўшчыны шлях? 

Ужо даўно і косці стлелі, 
Зямлёй зрабіліся даўно, 
А мы ідзём у прасвятленні 
Аддаць пашану ўсё адно...",Ніл Гілевіч,dumki.org
"Рабі дабро! Хоць нават коштам
Апошніх сіл, апошніх мук.
І не пытай: каму? завошта?
Рабі - без просьбаў і прынук!",Ніл Гілевіч,dumki.org
"Для творцы
Навек пакінуць родны край —
Усё адно што і памёрці",Ніл Гілевіч,dumki.org
"У вёсцы так было адвеку:
Калі дасціпнае імя
Прышпіліць нехта чалавеку —
То не здзярэ і смерць сама",Ніл Гілевіч,dumki.org
"Быў час, быў век, была эпоха",Ніл Гілевіч,dumki.org
"Як ты дорага мне, мая родная мова!
Мілагучнае, звонкае, спеўнае слова!",Ніл Гілевіч,dumki.org
"У жыцці маім слова найпершае «мама»
I цяпер для мяне сама міла гучыць",Ніл Гілевіч,dumki.org
"А задумае вораг з далёкага краю
Апляваць, адабраць, знішчыць мову маю —
He дазволю.
                  He дам.
                               He прадам.
                                                 He змяняю.
I да смерці за волю тваю пастаю!",Ніл Гілевіч,dumki.org
"Беларусь, мая сонца-краіна!",Ніл Гілевіч,dumki.org
"Таго народа ўжо няма… Але!
Але ён здолее паўстаць нанова,
Калі ў душы ягонай на чале
Усіх святых парываў стане МОВА",Ніл Гілевіч,dumki.org
"Сёння матчынай мовы, а заўтра
Засаромiшся мацi самой?",Ніл Гілевіч,dumki.org
"Ведай: роднае слова грымела
У крывавым агнi барыкад,
За свабоду адважна i смела
Заклікала ў паход, як набат.
Родным словам мы грознай парою
Гуртавалi рады змагароў,
З родным словам на вуснах герояў
Запякалася алая кроў.
За яго памiралi i гiблi,
Каб на здзекi i глум не аддаць,
Каб маглі сёння песнi i гiмны
Пра шчаслiвую долю складаць",Ніл Гілевіч,dumki.org
Вельмі мала змарнаваў я свайго жыцьця. І гэта мяне цешыць,Ніл Гілевіч,dumki.org
Праца ў літаратуры — справа для людзей мужных. Баязьліўцу ня месца ў літаратуры,Ніл Гілевіч,dumki.org
Беларускі народ і ў маўчаньні вялікі,Ніл Гілевіч,dumki.org
"Доўгія стагодзьдзі забівалі ў народзе ўсё, што можна было забіць. Але ж не забілі дарэшты. Тое, што народ сёньня не бярэ зброю ў рукі і не змагаецца — нічога. Беларускі народ і ў маўчаньні вялікі. Прыйдзе пара, і вырашальнае слова будзе сказана",Ніл Гілевіч,dumki.org
"Я катэгарычна супраць трасянкі. Яна — пераходная ступень да поўнай ліквідацыі беларускай мовы...
Трасянка — зьява пачварная, іншай ацэнкі быць ня можа",Ніл Гілевіч,dumki.org
"Паклон табе, мой беларускі краю!",Ніл Гілевіч,dumki.org
"Звычайна, добрае цягнецца да добрага",Ніл Гілевіч,dumki.org
"Равуць вятры, грымяць грамы, 
Пыл засьціць вочы нам, і ўсё ж, 
I ўсё ж мы дойдзем, дойдзем мы 
Да Беларусі!..",Ніл Гілевіч,dumki.org
"
Паэзію аспрэчыць немагчыма",Ніл Гілевіч,dumki.org
"Як доўга яшчэ будзе ў нас у вачах
I ў кожным штрыху чалавечым –
Наш, пройдзены намі, пакутлівы шлях.
Наш сум па няспраўджаным нечым?",Ніл Гілевіч,dumki.org
