page,category,proverb
74,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не заглядай на чужую жонку, бо вочы пакосіш."
74,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не зайздросці чужому, сваё май. 
“Дрэнная звычка - зайздрасьць, старайся лепяй сам здабыць, каб 
і ў цябе было” (тлум. інф.)."
74,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не запрог, не нукай. 
Ніхто не мае ўлады над чалавекам, ён вольны, і не трэба папіхаць ім."
74,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не заўсягды, як на Дзяды. 
На Дзяды, калі памінаюць продкаў, стол асабліва багаты."
74,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не злавіў за руку, не кажы, што злодзей. 
Асцерагайся вінаваціць чалавека, калі няма пераканаўчых доказаў."
74,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не знаеш роду - не жаніся. 
“Даўней пільна глядзелі, якого роду жаніх альбо нявеста” (тлум. інф.)."
74,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не зыч ліха другому, каб не давялося самому. 
Гавораць так, калі хтосьці жадае бяды іншаму чалавеку. 
а) Не капай другому яму, сам у яе ўвалішся."
75,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не кажы - не магу, а кажы - не хачу. 
Кажуць чалавеку, калі бачаць, што ён не хоча дапамагчы."
75,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не кажы гоп, пакуль не пераскочыш. 
Зрабі тое, што задумаў, а тады будзеш радавацца."
75,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не кайся рана ўстаўшы і рана ажаніўшыся. 
Так запярэчаць суразмоўцу, які лічыць нейкае дзеянне, учынак дачасным. 
а) Не шкадуй рана ўстаўшы і рана ажаніўшыся."
75,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не купі двара, а купі суседа. 
Двор - тут: палац. “І ў палацы станя жыць кепско, калі сусед ліхі” (тлум. інф.)."
75,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не мела баба клопату - купіла парася. 
Кажуць пра чалавека, які па сваёй ахвоце здабыў сабе лішні клопат."
75,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не надзявай рызы, калі не поп. Лушчык В.1І., 1930
Не бярыся за тое, чаго не ўмееш рабіць. 
а) Не поп, не ўбірайся ў рызы. 
“Ні паказвай сябе разумніком, усе ведаюць, які ты” (тлум. інф.)."
75,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не наеўся, не наліжашся. 
Не паспеў своечасова зрабіць, то цяпер і спяшаючыся не зробіш."
75,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не памірае стары, а паравы. 
“Памірая той, каму прыйшла пара. Сьмерць ні глядзіць: стары ты ці палады” (тлум. інф.)."
75,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не ідзі туды, дзе цябе не клічуць. 
Г. зн. не будзь надакучлівым, неадчэпным."
76,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не плач: яшчэ свіная маці не звялася. 
Так кажуць таму, хто бядуе, плача аб страце ў гаспадарцы: згінула карова ці што інш."
76,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не плюй у ваду - піць будзеш. 
“Ні гань, ні гняві людзей: табе зь йімі жыць” (тлум. інф.)."
76,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не рабі дабра - не мецьмеш зла. 
“Часам зробіш чалавеку дабро, але ні дагодзіш, вось ён на цябе крыво й паглядая” (тлум. інф.)."
76,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не рабі ліхога - не бойся нікога. 
“Людзям дабро трэба рабіць” (тлум. інф.)."
76,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не радзіся красным, а радзіся шчасным. 
Прыгожы чалавек не заўсёды шчаслівы."
76,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не радуйся (не смейся), рабс, бо будзе і табе. 
Не цешся з чужое бяды, бяда можа спаткаць і цябе. 
а) Не радуйся чужой бядзе - да цябе прыйдзе. 
б) Не смейся чужой бядзе: цябе не міне."
76,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не радуйся, дзядку, з майго ўпадку. 
“Бо сёньня ў мяне, а заўтра ў цябе” (тлум. інф.)."
76,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не раскусіўшы арэха, зерне не з'ясі. 
Не паспытаўшы, не набраўшыся вопыту, плёну добрага не чакай."
76,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пе работа страшыць гаспадара, а турбота. 
“Каб зрабіць задуманае, трэба добра парупіцца” (тлум. інф.)."
77,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не смейся, квасок, ты сам з трасок. 
“Ні сьмейся з другого: ты нідалёко адышоў ад яго” (тлум. інф.)."
77,ПРЫКАЗКІ І ПРЫМАЎКІ,Не судзі нікога - не будзеш сам суджаны.
77,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не тады сабак кормяць, як на паляванне ідуць. 
Да ўсяго трэба рыхтавацца загадзя. Кажуць тады, калі выяўляецца непадрыхтаванасць, непрадуманасць У справе."
77,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не так шкоды, як выгоды. 
“Чалавек жыве адзін, на прасторы. Усюды палеткі засеяны. Трэба пільнаваць жыўнасьць, каб не нарабіла шкоды, патравы. Але затое на свабодзі, а ні ў сяле, у таўкатні” (тлум. інф.)."
77,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не такі страшны чорт, як яго малююць. 
Не трэба баяцца нечага новага."
77,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не тая маці, што нарадзіла, а тая, што выгадавала."
77,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не той ліхі, хто крычыць, а той ліхі, хто маўчыць. 
Трэба баяцца таго, хто спадцішка, моўчкі кусае."
77,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не той прыяцель, хто мёдам мажа, а той, хто праўду кажа. 
Гэтак кажуць тады, калі даюць ацэнку сапраўднаму сябру."
77,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не толькі на Бога спадзявайся, але і сам старайся."
77,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не ўдалося бабе забіць лося. 
Так кажуць, калі задуманае не ўдалося, не спраўдзілася. 
а) Хацеў забіць лося, ды не ўдалося. 
“Думаў і натто зарабіць на сьвіньнях да каравах, па пяцёро трымаў, ды ні ўдалосё: грошы памяняліся” (тлум. інф.)."
78,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не хвалі сябе, няхай людзі пахваляць. 
Людзі дадуць аб'ектыўную ацэнку тваёй вартасці."
78,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не чапай дурня, а то бяды не абярэшся. 
Так папярэдзяць таго, хто звязваецца з неразумным чалавекам."
78,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не ўмееш баўкун класці - не лезь на яго. 
Баўкун - адмысловы воз. Г. зн. не бярыся не за сваю справу. “Як ні ўмееш баўкун класьці, то ні лесь на яго, бо абернесься” (тлум. інф.)."
78,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не ўмееш муціць, то й не бярыся. 
Муціць - маніць."
78,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не ўсе разам плачуць, не ўсе разам скачуць. 
“У адных - вясельле, а ў другіх - хаўтуры” (тлум. інф.)."
78,ПРЫКАЗКІ І ПРЫМАЎКІ,"Не ўсё трэба гаварыць, што знаеш. 
Часам сказанае не прыносіць карысці."
78,ПРЫКАЗКІ І ПРЫМАЎКІ,"Ніхто наперад не знае, што каго чакае. 
Пра нявызначанасць лёсу."
78,ПРЫКАЗКІ І ПРЫМАЎКІ,"Ніхто не бачыць, як сірата плача, а бачаць, як скача."
78,ПРЫКАЗКІ І ПРЫМАЎКІ,"Ніхто не ведае, як хто абедае. 
Праўды пра сямейнае жыццё іншых людзей да канца ніхто не ведае."
78,ПРЫКАЗКІ І ПРЫМАЎКІ,Ніхто праўды не любіць.
78,ПРЫКАЗКІ І ПРЫМАЎКІ,"Ніхто сабе не вораг. 
Ніхто сабе ліха не жадае."
79,ПРЫКАЗКІ І ПРЫМАЎКІ,"Новае сітка на калочку, а старое на палку валяецца. 
Новы чалавек карыстаецца большай увагай, чым іншыя людзі."
79,ПРЫКАЗКІ І ПРЫМАЎКІ,"Новая мятла па-новаму мяце. 
Новы начальнік наводзіць свае парадкі. 
а) Новае памяло па-новаму мяце. 
б) Новы венік па-новаму мяце. 
в) Новы поп - новыя парадкі."
79,ПРЫКАЗКІ І ПРЫМАЎКІ,"Ногі ў вадзе - галава ў бядзе. 
“Даўней натто баяліся прастудзіцца, бо цяшко было вылячыцца ад запаленьня лёхкіх” (тлум. інф.)."
79,ПРЫКАЗКІ І ПРЫМАЎКІ,"Нуда горшая за каросту. 
Нуда душу выядае, ад яе цяжка пазбавіцца. 
а) Нуда горшая за хваробу. Ялоўская А.і., 1926 г.н., Зыбайлы ўКытл."
79,ПРЫКАЗКІ І ПРЫМАЎКІ,"Нябожчык на лаве, а сена грабі. 
“Якія б ні былі пільныя справы, усё кідай, а сено грабі - даражы пагодлівым днём” (тлум. інф.)."
79,ПРЫКАЗКІ І ПРЫМАЎКІ,"Нявестка - чужая костка, свякроў - чужая кроў. 
“Нявестка - ні дачка, а сьвякроў - ні маці” (тлум. інф.)."
79,ПРЫКАЗКІ І ПРЫМАЎКІ,"Нявінныя слёзы дарма не мінаюць. 
“Бох е на сьвеці: ліха будзе пакарана” (тлум. інф.)."
79,ПРЫКАЗКІ І ПРЫМАЎКІ,"Няма галавы без воласа, а поля без коласа. 
Так кажуць, калі хочуць апраўдаць сваю безгаспадарчасць."
80,ПРЫКАЗКІ І ПРЫМАЎКІ,"Няма горшай кары, як жыццё не ў пары. 
“Кажны чалавек мусіць ажаніцца, так нам нададзено” (тлум. інф.)."
80,ПРЫКАЗКІ І ПРЫМАЎКІ,"Няма дроў - будуйся, няма хлеба - жаніся, няма грошай - судзіся. 
“Пачнеш будавацца - трэскі будуць, будзяш жаніцца - на каравай мукі дастаняш, будзяш судзіцца - пойдзяш грошы пазычаць” (тлум. інф.). 
а) Няма хлеба - жаніся, людзі нанясуць, няма дроў - будуйся, трэскі будуць."
80,ПРЫКАЗКІ І ПРЫМАЎКІ,"Няма кахання без абдымання. 
“Любіць малады, то й абдымаяцца, слых чалавек мая, то песьні сьпявая, а музыка грая” (тлум. інф.)."
80,ПРЫКАЗКІ І ПРЫМАЎКІ,"Няма лесу без воўка, а сяла без злодзея. 
“У гурце, кампаніі заўсёды знойдзяцца чалавек, які выславіць усіх сваімі благімі ўчынкамі” (тлум. інф.)."
80,ПРЫКАЗКІ І ПРЫМАЎКІ,"Няма ні акыш, ні аюсь. 
Кажуць пра гультая, у якога пусты хлеў."
80,ПРЫКАЗКІ І ПРЫМАЎКІ,"Няма рыбы без косці, а чалавека без злосці. 
Кожнага чалавека можна вывесці з цярпення."
80,ПРЫКАЗКІ І ПРЫМАЎКІ,"Няма смачнейшай вадзіцы, як з роднай крыніцы. 
Так кажуць, калі хочуць выказаць замілаванне да роднага краю."
80,ПРЫКАЗКІ І ПРЫМАЎКІ,Няма статку - няма ўпадку.
80,ПРЫКАЗКІ І ПРЫМАЎКІ,"Няма такіх грабель, каб ад сябе граблі. 
Кожны стараецца для сябе і на сваю руку."
81,ПРЫКАЗКІ І ПРЫМАЎКІ,"-.. Няхай таго пярун спаліць, хто сам сябе зганіць."
81,ПРЫКАЗКІ І ПРЫМАЎКІ,"Няма той хаткі, каб не было звадкі. 
У кожнай сям”і здараюцца нелады, непаразуменні, сваркі."
81,ПРЫКАЗКІ І ПРЫМАЎКІ,"Няма шчасця зранку, не будзе і ўвечары. 
“Калі нарадзіўся чалавек зь нешчасьлівым лёсам, то й да канца шчасьця ні будзя” (тлум. інф.)."
81,ПРЫКАЗКІ І ПРЫМАЎКІ,"Няпраўдаю свет пройдзеш, ды назад не вернешся. 
“Бо табе ўжэ ніхто ні паверыць, веры ні будзе табе” (тлум. інф.)."
81,ПРЫКАЗКІ І ПРЫМАЎКІ,Няпрошанаму госцю лыжкі няма.
81,ПРЫКАЗКІ І ПРЫМАЎКІ,"Няхай валяецца: свайго дачакаецца. 
На ўсё свая пара."
81,ПРЫКАЗКІ І ПРЫМАЎКІ,"Няхай мужык як лапаць, абы за ім не плакаць. 
“І маруда, і нехлямяжы, і брыткаваты, а мы зь йім ладзілі, бо добры быў, шкадаваў мяне” (тлум. інф.)."
81,ПРЫКАЗКІ І ПРЫМАЎКІ,"Няхай п'е мора, хопіць і берагам. 
“Зазроны, сквапны чалавек усяго не пабярэ, застанецца й нам” (тлум. інф.)."
81,ПРЫКАЗКІ І ПРЫМАЎКІ,"Няхай твая свіння войтам будзе. 
Гэтак кажа той, хто хоча спыніць доўгую спрэчку."
81,ПРЫКАЗКІ І ПРЫМАЎКІ,"Няхай той пасціць, хто на печы сядзіць. 
Калі рабіць цяжкую работу, то пра пост няма чаго думаць."
81,ПРЫКАЗКІ І ПРЫМАЎКІ,"Няхай той певень здохне, якога курыца б'е. 
“Німа горшай бяды, калі ў сямі жонка бярэ верх” (тлум. інф.)."
82,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пад хворага рук не падкладзеш. 
“Прас каторы год маці ляжыць, а нічым памахчы ні магу: каб магла, то рукі свае патклала п, да ні паткладзеш, ні паможа” (тлум. інф.)."
82,ПРЫКАЗКІ І ПРЫМАЎКІ,"Падман наверх выйдзе. 
Рана ці позна праўда наверх выйдзе, мана раскрыецца."
82,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пажывем далей - пачуем болей. 
Чым даўжэй чалавек жыве, тым болей ведае."
82,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пазнаюць дачку і ў андарачку. 
Пазнаюць добрую дзяўчыну і не прыбраную, па яе рабоце."
82,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пазычаеш чужое, аддаеш сваё. 
Такі чалавек: сваё аддаваць шкада."
82,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пайдзі да людзей, то пачуеш, што ў цябе дома робіцца. 
“Як ні стараясься захаваць у тайні, што робіцца ў тваёй хаці, усё роўна людзі неяк даведаюцца, стануць гаварыць” (тлум. інф.)."
82,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пайшла смерць па пана і сама прапала. 
“Багаты чалавек мая доступ да дактароў, яго добра лечаць, то ён доўго жыве” (тлум. інф.)."
82,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пакараў Бог Мікіту на валакіту. 
“Цяшко знайсьці праўду ў чыноўнікоў, папаходзіш, усю душу выматаюць, пакуль толку даб'есься” (тлум. інф.)."
82,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пакуль высокі нагнецца, то малы наробіцца. 
Так гавораць, заступаючыся за чалавека невысокага росту."
82,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пакуль да Бога, то чэрці душу выматаюць."
83,ПРЫКАЗКІ І ПРЫМАЎКІ,"Дасягненне мэты патрабуе шмат сіл, намагання."
83,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пакуль Піліп прыбраўся, то Мірон насярбаўся. Зайка Ф.Я., 1907 г.н., 1980 “Усякія людзі е на сьвеці: адзін быстры ў рабоці, другі - маруда” (тлум. інф.)."
83,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пакуль да пана, то падпанкі душу вымуць. 
“Да высокаго начальства цяшко дабіцца, бо малыя начальнікі ні пускаюць” (тлум. інф.)."
83,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пакуль жаніцца - усё загаіцца. 
Так суцяшаюць таго, хто выцяўся, параніўся."
83,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пакуль з багатага пух, то з беднага дух. 
“Беднаму цяшко судзіцца з багатым. Бо за багатым грошы і ўлада” (тлум. інф.)."
83,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пакуль не намучышся, то не навучышся. 
Навука праз муку даецца, патрабуе цярпення, настойлівасці. 
а) Трэба намучыцца, пакуль навучыцца."
83,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пакуль памярці, то трэба яшчэ памучыцца. 
“Шчасьлівы той, каму бох лёхкую сьмерць дае” (тлум. інф.)."
83,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пакуль свая вош не ўкусіць, то не навучыцца. 
“Пакуль жыцьцё не навучыць, не заставіць задумацца, то маладыя нікого не слухаюць: ні бацькоў, ні старэйшых” (тлум. інф.). 
а) Тады з яго будуць людзі, як свая вош укусіць. 
Г. зн. як набярэцца розуму, вопыту."
83,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пакуль сонца ўзыдзе, то раса вочы выесць. 
Пакуль жыццё наладзіцца, то здароўе страціш, не будзе калі жыць."
84,ПРЫКАЗКІ І ПРЫМАЎКІ,"Па малаку ног не павалаку. 
Цяжкая праца патрабуе сытнай ежы."
84,ПРЫКАЗКІ І ПРЫМАЎКІ,"Па маёй смерці няхай тут хоць выюць чэрці. 
Так кажа чалавек з эгаістычнай натурай."
84,ПРЫКАЗКІ І ПРЫМАЎКІ,"Па нітачцы клубок знойдзеш. 
Адна зачэпка дазволіць раскрыць злачынства."
84,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пакуль тоўсты ссохне, то худы здохне. 
“Трэба ж тоўстым бараніцца перат худымі, стройнымі, вось і кажуць” (тлум. інф.)."
84,ПРЫКАЗКІ І ПРЫМАЎКІ,"Палюбі мяне чорную, а белую ўсялякі палюбіць. 
“Палюбі мяне, як я па-рабочаму апранута, а як апрануся па-сьвяточнаму, тады кажнаму даспадобы” (тлум. інф.)."
84,ПРЫКАЗКІ І ПРЫМАЎКІ,"Памалу едзеш - далей будзеш. 
Асцярожнасць, разважнасць нікому не пашкодзіць."
84,ПРЫКАЗКІ І ПРЫМАЎКІ,"Паміраць збірайся, а жыта сей. 
“Як ні цяшко, а клапаціся пра будучыню: ні ты пакарыстаесься з працы свае, то іншыя дзякуй скажуць” (тлум. інф.)."
84,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пана клянуць, а пан таўсцее. 
Праклёны багатаму не шкодзяць."
84,ПРЫКАЗКІ І ПРЫМАЎКІ,"Панам сеюць, жнуць і косяць, а сабе хлеба просяць. 
Так кажуць, калі хочуць падкрэсліць маёмасную няроўнасць."
84,ПРЫКАЗКІ І ПРЫМАЎКІ,"Паны сварацца, а ў мужыкоў чубы трашчаць. 
“Тыя, хто кіруя намі, сварацца, а дастаецца простаму чалавеку” (тлум. інф.)."
85,ПРЫКАЗКІ І ПРЫМАЎКІ,"Па радў і куры чубатыя. 
Дзяцей можна пазнаць па бацьках."
85,ПРЫКАЗКІ І ПРЫМАЎКІ,"Папа ведаюць усе, а поп нікога. 
“Бо ён адзін на ўсю акругу” (тлум. інф.)."
85,ПРЫКАЗКІ І ПРЫМАЎКІ,"Папала сляпой курыцы зерне. 
Так часцей за ўсё чалавек смяецца з самога сябе, калі ўдасца знайсці ці прыдбаць нешта нязначнае."
85,ПРЫКАЗКІ І ПРЫМАЎКІ,"Папаў у нерат - ні ўзад, ні ўперад. 
Гэтак кажуць, калі чалавек трапляе ў складанае, бязвыхаднае становішча."
85,ПРЫКАЗКІ І ПРЫМАЎКІ,"Папаўся, жучку, у панскую ручку. 
Кажуць на чалавека, які трапіў у складанае становішча, а выйсця не відаць."
85,ПРЫКАЗКІ І ПРЫМАЎКІ,"Папоўскае вока зайздроснае. 
“Папу даюць, а яму ўсяго мало” (тлум. інф.). 
а) Папоўскае вока не здаволіш. 
б) Папоўскія вочы завідушчыя, папоўскія рукі заграбушчыя."
85,ПРЫКАЗКІ І ПРЫМАЎКІ,Папрацуеш да поту - будзеш есці ў ахвоту.
85,ПРЫКАЗКІ І ПРЫМАЎКІ,"Папу і кадзіла не дапаможа. 
“Кажнаму давядзецца даць атказ за зробленае” (тлум. інф.)."
85,ПРЫКАЗКІ І ПРЫМАЎКІ,"Папытаецца люты, ці добра абуты."
85,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пасля кашы няма пашы. 
“Пасьля сытнай яды рабіць ні хочацца” (тлум. інф.)."
86,ПРЫКАЗКІ І ПРЫМАЎКІ,"- Па чыё, воўча, ідзеш? - Па сірочае і па ўдовіна. 
“Воўк ведая, дзе гаспадарка бясь пільнага вока гаспадара, тудый кіруя. Нідзе не шанцуя беднай сіраце і ўдаве, усе беды сыплюцца на йіх” (тлум. інф.)."
86,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пасці тады, як няма яды. 
Пасціць - захоўваць пост."
86,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пашкадаваў воўк кабылу - пакінуў хвост ды грыву. 
Пра крывадушнага, помслівага чалавека: на словах шкадуе, а цішком кусае."
86,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пашлі дурное, а за ім другое. 
Так кажуць пра таго, хто не можа справіцца з простым заданнем."
86,ПРЫКАЗКІ І ПРЫМАЎКІ,"Першая жонка ад Бога, другая - ад людзей. 
“Першая жонка богом, лёсом наканавана, а другую людзі пасваталі” (тлум. інф.)."
86,ПРЫКАЗКІ І ПРЫМАЎКІ,"Плакаў Якаў - усё Бог адзінакаў, а як стаў спяваць, то й стаў Бог даваць. 
Парада нават у самых цяжкіх жыццёвых абставінах захоўваць аптымізм."
86,ПРЫКАЗКІ І ПРЫМАЎКІ,"Плач, галасі, а рады не дасі."
86,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пі, піяка, пі, на старасць торба і кій. Мінчук П.І, 1918
Гарэлка прыводзіць да бяды, жабрацтва."
86,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пісаў пісака - не прачытае сабака. 
Пра таго, хто мае непрыгожы почырк, піша неахайна, брудна."
86,ПРЫКАЗКІ І ПРЫМАЎКІ,"Піць пі, але розуму не прапівай. Макарэвіч Т.
, 1935
Ва ўсім трэба ведаць меру."
87,ПРЫКАЗКІ І ПРЫМАЎКІ,"Плюй у вочы - скажа: дождж ідзе. 
Так кажуць пра бессаромнага чалавека."
87,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пня прыбяры, пень стане харошы. 
. “Сьвяточно апраняцца чалавек - пахарашэя, ні пазнаць” (тлум. інф.)."
87,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пойдзеш у свет, і бяда за табою ўслед. 
а) Ты ў свет, і бяда (доля) ўслед. 
Калі трапіў у паласу няўдач, то іх цяжка пазбыцца."
87,ПРЫКАЗКІ І ПРЫМАЎКІ,"Поп глухім два разы абедню не правіць. 
Трэба быць уважлівым, калі нешта кажуць ці тлумачаць."
87,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пра воўка памоўка, а ён тут як тут. 
Кажуць, калі ў гаворцы згадваюць чалавека, а ён у гэты момант прыходзіць."
87,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пра свайго гаварыць - душа баліць. 
Гэтак бядуе чалавек, калі нехта з блізкіх зрабіў учынак, які ганьбіць увесь род."
87,ПРЫКАЗКІ І ПРЫМАЎКІ,"Прадаў кароўку, прадавай і вяроўку. 
Страціўшы большае, няма чаго плакаць па малым, дробязным."
87,ПРЫКАЗКІ І ПРЫМАЎКІ,"Праўда вочы коле. 
Праўду не ўсе любяць, бо многім яна як папрок, як выкрыццё."
87,ПРЫКАЗКІ І ПРЫМАЎКІ,Праўда даражэйша за грошы.
87,ПРЫКАЗКІ І ПРЫМАЎКІ,"“Калі прыйдзя бяда ў хату, то плач, галасі, а рады ні дасі” (тлум. інф.)."
88,ПРЫКАЗКІ І ПРЫМАЎКІ,"Праца чалавека лечыць. 
У працы чалавек забывае пра свае хваробы."
88,ПРЫКАЗКІ І ПРЫМАЎКІ,"Працуй, нябожа, то й Бог дапаможа. 
Не спадзявайся на іншых, сам працуй, сам старайся."
88,ПРЫКАЗКІ І ПРЫМАЎКІ,"Праўда крыўдзе вочы павыдзірала. 
Трэба спадзявацца, верыць у сілу праўды."
88,ПРЫКАЗКІ І ПРЫМАЎКІ,"Праўда наверх выйдзе. 
“Як ні хаваюць праўды, праўда пераможа” (тлум. інф.)."
88,ПРЫКАЗКІ І ПРЫМАЎКІ,Прыгожаму ўсё да твару.
88,ПРЫКАЗКІ І ПРЫМАЎКІ,"Прыгожую дзеўку 1 добрую карову з сяла не выпусцяць. 
“Так жартуюць: прыгожая дзеўчына і ў сваім сяле ні заседзіцца. А ў гаспадарцы шануюць добрую карову” (тлум. інф.)."
88,ПРЫКАЗКІ І ПРЫМАЎКІ,"Прыехалі новасці з далёкае воласці. 
Так кажуць, каб пасмяяцца з чалавека, які аднекуль прыехаўі забаўляе ўсіх неверагоднымі гісторыямі."
88,ПРЫКАЗКІ І ПРЫМАЎКІ,"Прыйдзе коза да воза, папытае сена. 
Так кажуць, калі хочуць папярэдзіць таго, хто ганьбуе сваім, родным."
88,ПРЫКАЗКІ І ПРЫМАЎКІ,"Прыйшла пара - ідзі з двара. 
Так кажуць дзяўчыне, якой прыйшла пара ісці замуж."
88,ПРЫКАЗКІ І ПРЫМАЎКІ,"Прымаку па баку, а прымачцы - у срачцы. 
“Збыткуюць с прымака, а жонцы збыткі на руку, бо яна ў сябе дома, у бацькоўской хаці “ (тлум. інф.)."
89,ПРЫКАЗКІ І ПРЫМАЎКІ,"П'янаму Бог саломку падсцілае. 
Гэтак выказваюць здзіўленне: п'яны ўпадзе, а сінякоў не наб'е."
89,ПРЫКАЗКІ І ПРЫМАЎКІ,"П'янаму і чорт дарогу саступае. 
“Гянаму саступі, сь пяным ні сварыся, ні зьвязвайся” (тлум. інф.)."
89,ПРЫКАЗКІ І ПРЫМАЎКІ,"П'яны праспіцца, а дурань ніколі. 
“Дурны чалавек горшы за п'яніцу. П'яніца хоць прасьпіцца” (тлум. інф.)."
89,ПРЫКАЗКІ І ПРЫМАЎКІ,"Прымачы хлеб сабачы. 
Прымак не адчувае сябе гаспадаром у хаце, усе ім папіхаюць."
89,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пустая бочка моцна грыміць. 
“Недалёкі, пусты чалавек, якога зрабілі начальніком, разьвівая бурную дзейнасьць, ад якой мала карысьці” (тлум. інф.)."
89,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пусты коласе угару тырчыць. 
“У дурного чалавека пыхі, гонару много” (тлум. інф.)."
89,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пусці падсуседа ў хату, а сам з хаты. 
“КЖытл. З чужым чалавекам у адной хаце цяжка ўжыцца."
89,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пусці свінню за стол, то яна і ногі на стол. 
Кажуць пра нахабнага, грубага, нявыхаванага чалавека."
89,ПРЫКАЗКІ І ПРЫМАЎКІ,"Рабі, рабі ды папраўся. 
Паправіцца - пастарацца. “Працуеш у калхозі, а дадому прыйдзяш - рабі, рабі ды папраўся: ніхто за цябе ні зробіць тваёй работы” (тлум. інф.)."
89,ПРЫКАЗКІ І ПРЫМАЎКІ,"Рабіла, не рабіла, абы хораша гаварыла. 
Выслоўе з савецкіх часоў."
90,ПРЫКАЗКІ І ПРЫМАЎКІ,Работы ніколі не пераробіш.
90,ПРЫКАЗКІ І ПРЫМАЎКІ,"Рабіць не грэх, грэх красці. 
Так адказвае чалавек, калі яго дакараюць, што працуе ў свята."
90,ПРЫКАЗКІ І ПРЫМАЎКІ,"Рада душа ў рай, ды грахі не пускаюць. 
Пра таго, хто хацеў бы дасягнуць нечага, але здольнасцяў на гэта не мае. 
а) Хацеў бы ў рай, але грахі не пускаюць. 
Так кажа той, хто плануе нешта зрабіць, але не мае на гэта магчымасці, сродкаў."
90,ПРЫКАЗКІ І ПРЫМАЎКІ,"Радаваўся старац, што прайшоў марац, а настаў май, ды панеслі яго ў гай. 
Пра непрадказальнасць лёсу. Гай - тут: могілкі."
